epoch,loss
0,0.8313844799995422
1,0.5554747581481934
2,0.46116217970848083
3,0.43680527806282043
4,0.4282127916812897
5,0.4161737859249115
6,0.38735586404800415
7,0.3790019154548645
8,0.3557746708393097
9,0.3671020567417145
